ID,year,school,247,rivals
tonyfeo_oklahoma,2010,oklahoma,None,false
davidvincentokoli_westvirginia,2020,westvirginia,None,false
christopherknighton_texastech,2009,texastech,None,false
mikewarren_iowastate,2014,iowastate,None,false
dalepierson_iowastate,2014,iowastate,None,false
poohstricklin_baylor,2015,baylor,None,false
jwketchumiii_baylor,2015,baylor,None,false
moporter_baylor,2015,baylor,None,false
marquesjones_baylor,2015,baylor,None,false
jacoblong_westvirginia,2016,westvirginia,None,false
connerwatts_westvirginia,2016,westvirginia,None,false
jashawnbanks_westvirginia,2016,westvirginia,None,false
mitchchugunov_westvirginia,2016,westvirginia,None,false
michaelmoore_kansasstate,2011,kansasstate,None,false
baziebates_kansas,2015,kansas,None,false
michaelmathis_kansas,2015,kansas,None,false
larrymazyck_kansas,2014,kansas,None,false
andrewzimmer_kansas,2014,kansas,None,false
nickbartolotta_kansas,2014,kansas,None,false
keithloneker_kansas,2014,kansas,None,false
ryanschadler_kansas,2014,kansas,None,false
reeserandall_kansas,2014,kansas,None,false
fishsmithson_kansas,2014,kansas,None,false
bjfinney_kansasstate,2010,kansasstate,None,false
randallevans_kansasstate,2010,kansasstate,None,false
ryanmueller_kansasstate,2010,kansasstate,None,false
sammuellamur_kansasstate,2010,kansasstate,None,false
terrancesweeney_kansasstate,2010,kansasstate,None,false
tjkpan_westvirginia,2017,westvirginia,None,false
jakeabbott_westvirginia,2017,westvirginia,None,false
jaelengross_westvirginia,2017,westvirginia,None,false
jhaustinthomas_iowastate,2015,iowastate,None,false
jarnorjones_iowastate,2015,iowastate,None,false
dominicdelira_iowastate,2015,iowastate,None,false
enochsmith_oklahomastate,2017,oklahomastate,None,false
jakemcclure_oklahomastate,2017,oklahomastate,None,false
pookawilliams_kansas,2018,kansas,None,false
jackluavasa_kansas,2018,kansas,None,false
ajbennett_kansas,2018,kansas,None,false
djuanmoore_kansas,2018,kansas,None,false
donovangagen_kansas,2018,kansas,None,false
spencerroe_kansas,2018,kansas,None,false
frankshannon_oklahoma,2011,oklahoma,None,false
tylerscalzi_texastech,2012,texastech,None,false
willruss_texas,2010,texas,None,false
bjhanspard_baylor,2018,baylor,None,false
joeokafor_oklahomastate,2010,oklahomastate,None,false
mikeeargle_oklahomastate,2010,oklahomastate,None,false
pjharris_iowastate,2012,iowastate,None,false
cliffstokes_iowastate,2012,iowastate,None,false
moporter_baylor,2013,baylor,None,false
tyleredwards_baylor,2013,baylor,None,false
chriscallahan_baylor,2013,baylor,None,false
seanmuir_baylor,2013,baylor,None,false
penitagive_baylor,2013,baylor,None,false
michaeldorsey_westvirginia,2010,westvirginia,None,false
michaelmolinari_westvirginia,2010,westvirginia,None,false
dequanwatts_texastech,2019,texastech,None,false
colethomas_texastech,2019,texastech,None,false
jonathangaribay_texastech,2019,texastech,None,false
djgraham_oklahoma,2020,oklahoma,None,false
